Player ID,Player Name,Player Team,Player Age,Player Height,Mins Played,tacklePerGame,interceptionPerGame,foulsPerGame,clearancePerGame,wasDribbledPerGame,goal,assistTotal,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnoverPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,xG,xGPerNinety,totalShots,xGPerShot,rating
342,Jurrien Timber,Arsenal,23,179,2026,2,0.8,1.1,1.5,0.3,1,1,0.5,0.6,0.8,1,0.2,0.8,1.2,39.2,87.5,0.1,0.5,0,0.87,0.04,12,0.07,6.78
343,Mario Gila,Lazio,24,185,2003,1.8,0.9,0.9,3.2,0.5,1,0,0.5,0.4,0.1,1,0,0.3,0.5,63.9,92,0,3.8,0,1.04,0.05,11,0.09,6.82
344,Joan Garcia,Espanyol,23,191,2250,0,0,0,1.2,0,0,0,0,0,0,0.1,0,0,0.1,26.4,65.6,0,5.9,0,0.06,0.003358353,1,0.06,6.75
345,Gabriel Martinelli,Arsenal,23,178,1466,0.7,0.1,0.5,0.5,0.6,6,3,1.2,1.1,1.1,0.6,0.3,1.3,1.5,17.2,76.8,0.5,0.3,0.1,5.09,0.31,27,0.19,6.81
346,Waldemar Anton,Borussia Dortmund,28,189,1137,1.3,0.8,0.9,3.1,0.3,0,2,0.8,0.2,0.8,0.9,0,0.5,0.9,77.4,92.6,0.1,3.1,0,1.02,0.08,13,0.08,6.81
347,Antonio Nusa,RBL,19,183,1441,1.4,0.4,0.7,0.5,0.9,3,3,1,0.9,1.8,1.3,0.4,1.3,1.7,22.2,77.5,0.3,0.4,0.2,1.48,0.09,22,0.07,6.81
348,Diego Coppola,Verona,21,193,1937,2,2.3,1.3,4.9,0.3,1,0,0.3,0.1,0,0,0,0.1,0.2,33.1,81.9,0,1.4,0,0.7,0.03,7,0.1,6.81
349,Miguel Gutierrez,Girona,23,180,1946,1.3,0.6,0.9,1,0.5,1,4,1,1.4,0.9,1,0.2,0.7,1.3,40.5,88.7,1.4,1.3,0,1.43,0.07,23,0.06,6.75
350,Augusto Batalla,Rayo Vallecano,28,186,1890,0.1,0,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,32.6,63.6,0,6.1,0,0,0,0,0,6.81
351,Adrian Bernabe,Parma Calcio 1913,23,170,1072,1.9,0.4,0.6,1.2,1,0,0,1.5,1.4,0.7,1.9,0,0.6,0.7,50.6,85.5,0.4,3.6,0.2,0.8,0.07,21,0.04,6.74
352,Jonathan Tah,Leverkusen,29,195,2070,0.4,1.1,0.4,3.8,0.1,2,0,0.7,0.1,0,0.1,0,0.2,0.4,71,93.5,0.1,2.6,0.1,1.17,0.05,16,0.07,6.81
353,Clement Akpa,Auxerre,23,181,1766,2,1.3,0.4,4.3,0.5,0,1,0.2,0.4,0.2,1,0,0.2,0.2,35.1,82.4,0.2,3,0,0.08,0.00565019,4,0.02,6.71
354,Sinaly Diomande,Auxerre,23,184,1240,1.5,1.2,1,3.9,0.6,3,2,0.5,0.1,0.3,0.9,0,0.1,0.7,36.9,83,0,2.3,0,1.27,0.09,7,0.18,6.65
355,Sofiane Diop,Nice,24,175,836,1.1,0.7,0.6,0.3,0.6,6,3,1,1,0.5,0.8,0.1,0.6,0.7,20.7,82.6,0.3,0.8,0.3,5.49,0.59,20,0.27,6.81
356,Abdul Mumin,Rayo Vallecano,26,188,2020,1.5,1,0.9,5.1,0.4,2,1,0.4,0,0.2,0.5,0,0.2,0.7,44.8,83.6,0,2.1,0,0.69,0.03,10,0.07,6.81
357,Lucas Beltran,Fiorentina,23,176,1520,0.8,0.2,0.8,0.4,0.5,4,4,1,1.1,0.6,1.4,0.1,1.3,1.2,20,79.6,0.2,0.5,0,4.89,0.29,23,0.21,6.64
358,Valentin Rongier,Marseille,30,172,853,1.8,1.2,1.3,1.1,0.6,2,1,0.6,0.5,0.3,0.6,0,0.6,0.8,49.7,91.4,0,0.8,0.1,0.83,0.09,10,0.08,6.81
359,Lazar Samardzic,Atalanta,23,184,952,0.7,0.1,0.6,0.1,0.5,2,1,1.2,1.2,1.1,0.3,0,0.6,1.2,21.9,85,0.6,1.5,0,1.84,0.17,28,0.07,6.64
360,Kevin Schade,Brentford,23,185,1402,1,0.1,0.4,0.8,0.2,7,2,1.3,0.5,0.6,0.8,0.4,1,1.3,10.4,62.8,0.1,0.1,0,6.14,0.39,36,0.17,6.81
361,Cesar Tarrega,Valencia,23,194,2037,1.4,0.7,1.6,5.3,0.3,2,0,0.5,0.1,0.2,0.4,0,0.1,0.5,45.8,82.1,0,2.6,0,1.55,0.07,12,0.13,6.58
362,Takefusa Kubo,Real Sociedad,23,173,1552,0.9,0.4,0.6,0.3,0.6,5,0,1.2,1.3,1.9,1.8,0.2,1.4,2.4,23.2,75.4,0.7,0.8,0,3.47,0.2,29,0.12,6.81
363,Sebastiano Esposito,Empoli,22,183,1550,1.6,0.5,1.3,0.2,0.6,8,0,2,1,0.9,1.8,0.4,1.3,1.9,21.2,62.4,0.3,0.8,0,5.43,0.32,46,0.12,6.81
364,Albert Grnbk,Rennes,23,181,819,1.3,0.3,0.6,0.4,1.1,2,1,1.4,1.2,0.7,0.6,0,0.9,2.1,13.2,68.7,0.3,0.4,0,2.33,0.26,22,0.11,6.56
365,Tosin Adarabioyo,Chelsea,27,197,993,0.9,0.5,0.4,3.3,0.3,1,1,0.7,0.1,0.1,0.1,0.1,0,0.1,62.1,91.8,0,2.2,0,1.24,0.11,10,0.12,6.8
366,Idrissa Gueye,Everton,35,174,2091,3.8,1.2,1.4,0.8,1,0,2,0.9,0.5,0.5,1.2,0,1.1,0.9,36.9,86.7,0.2,1.9,0,1,0.04,23,0.04,6.8
367,Josue Casimir,Le Havre,23,178,1140,1.4,0.1,1.1,1.3,0.4,2,1,0.9,0.8,0.7,1.6,0.3,1.2,1.8,14.7,75.6,0.4,0.5,0,1.98,0.16,15,0.13,6.56
368,Oliver Baumann,Hoffenheim,34,187,1710,0.1,0,0,1,0.1,0,0,0,0.1,0,0.2,0,0,0,32.9,68.8,0,5.9,0.2,0,0,0,0,6.8
369,Jordan Pickford,Everton,30,185,2430,0,0,0,1.4,0,0,1,0,0.1,0,0.2,0,0,0,37.1,61.5,0,10.1,0,0,0,0,0,6.8
370,Romano Schmid,Werder Bremen,25,168,1964,1.6,0.5,1,0.3,1,1,3,1.4,1.9,1.2,1.2,0.1,2,2.4,48,79.2,1.4,2,0.3,2.9,0.13,31,0.09,6.8
371,Carlos Vicente,Deportivo Alaves,25,179,2160,1,0.4,0.8,0.6,0.6,3,3,0.9,1.8,1,1.7,0.3,1.2,2.2,21,72.6,2,0.6,0,1.77,0.07,22,0.08,6.8
372,Philipp Hofmann,Bochum,31,195,1660,0.5,0.1,1.1,1,0.2,2,2,1.6,1,0.4,0.9,0.1,1,2,21.7,64,0,0.5,0.1,4.54,0.25,38,0.12,6.8
373,Joachim Andersen,Fulham,28,192,1583,1,1.3,0.8,5.2,0.3,0,0,0.6,0.2,0.2,0.6,0,0.1,0.2,70.9,83.9,0.1,7.4,0,0.3,0.02,10,0.03,6.8
374,Charalampos Lykogiannis,Bologna,31,191,863,1.1,0.6,0.5,1.9,0.4,0,4,0.3,1.1,0.2,0.5,0.1,0.2,0.4,31.6,79.5,1.7,1.8,0,0.1,0.01,4,0.02,6.8
375,Abdoulaye Ndiaye,Brest,22,195,1019,1.8,0.5,0.8,6.2,0.6,1,0,0.5,0.1,0,0.8,0,0.3,0.6,40.5,84.3,0,3.2,0,0.47,0.04,6,0.08,6.8
376,Joshua King,Toulouse,33,180,1184,0.3,0.2,1.3,0.7,0.3,4,2,1.7,0.7,1.3,0.9,0.3,1.1,1.6,12.5,74.3,0.1,0.1,0,4.95,0.38,33,0.15,6.8
377,Omar El Hilali,Espanyol,21,183,2111,3.6,1.3,1.5,3.8,1,0,2,0.1,0.3,0.5,0.9,0.1,0.3,0.6,33.3,79.4,0.2,2.8,0,0.03,0.001795188,2,0.01,6.8
378,Manu Kone,Roma,23,186,1643,1.1,0.6,0.9,0.5,0.7,2,1,1,0.5,0.5,2.7,0,1,1.6,35.1,89.8,0,0.8,0,1.58,0.09,24,0.07,6.54
379,Juan Miranda,Bologna,25,185,1492,1.1,0.8,0.6,1.1,0.6,0,4,0.6,1.8,0.3,1,0,0.3,0.7,42.9,80.9,1.9,3.1,0,0.36,0.02,13,0.03,6.8
380,Ethan Pinnock,Brentford,31,194,1651,1.7,1.1,0.4,6.3,0.5,2,0,0.5,0.4,0.2,0.2,0,0.2,0.1,48.1,87.5,0.1,1.9,0,0.75,0.04,9,0.08,6.8
381,Yanis Zouaoui,Le Havre,26,183,851,1.1,0.6,0.5,2.5,0.3,0,2,0.2,1.8,0.9,0.8,0.1,0.2,1.2,26.4,74.3,2.4,1.6,0,0.06,0.01,3,0.02,6.8
382,Mika Marmol,Las Palmas,23,181,1546,1.9,1.4,1.2,3.5,0.6,0,1,0.5,0.5,0.3,0.3,0.1,0.1,0.5,41.6,81.6,0.5,2,0,0.41,0.02,9,0.05,6.54
383,Nikola Vasilj,St. Pauli,29,193,2160,0,0,0,1.2,0.1,0,0,0,0,0,0,0,0,0,38.7,72,0,6.4,0,0,0,0,0,6.79
384,Santiago Mourino,Deportivo Alaves,23,186,947,1.5,1.2,1.3,3.6,0.5,0,0,0.4,0.3,0.1,0.9,0.1,0.4,0.2,24.3,78.9,0.1,1.3,0,0.4,0.04,6,0.07,6.52
385,Andre,Wolves,23,176,1578,2.4,1,1,1.1,0.7,0,0,0.2,0.5,0.4,1,0,0.5,0.8,35,92.5,0,1.5,0.1,0.15,0.01,4,0.04,6.51
386,Teun Koopmeiners,Juventus,27,184,1680,1.2,0.4,1.3,1,0.8,1,3,1.7,1.5,0.4,0.4,0.1,0.7,1.5,31,88.7,1.1,0.8,0,4.21,0.23,37,0.11,6.79
387,Isak Hien,Atalanta,26,191,1519,1.7,1,1,2.3,0.5,0,0,0.2,0,0.2,0.7,0,0.3,0.8,41.9,90.5,0,1.6,0,0.75,0.04,4,0.19,6.79
388,Bernardo Silva,Man City,30,173,1930,1.5,0.7,0.8,0.8,0.9,2,4,1,1.6,0.9,0.9,0.1,1.1,0.7,47.1,88.9,0.3,1.1,0,3.16,0.15,25,0.13,6.79
389,Tuta,Eintracht Frankfurt,25,185,1549,1.3,1.4,1,5,0.5,2,1,0.4,0.1,0.5,0.3,0,0.3,0.7,44.9,89.5,0,1.8,0,0.83,0.05,8,0.1,6.79
390,Jeffrey Gouweleeuw,Augsburg,33,188,2045,1.5,1,0.8,5.3,0.4,0,3,0.5,0.4,0.3,0.3,0.1,0.2,0.6,50.7,82.9,0.1,4.1,0.1,1.3,0.06,11,0.12,6.79
391,Pablo Barrios,Atletico,21,181,1562,1.6,1.2,1.1,1.1,0.7,0,2,1.2,0.9,0.9,0.9,0,0.7,1.7,49.1,87.3,0.1,1.9,0.1,0.99,0.06,23,0.04,6.79
392,Tyler Adams,Bournemouth,26,175,1075,3.2,1.5,1.4,1.3,1.3,0,3,0.3,0.6,0.1,0.7,0,0.5,1,32.2,84.3,0,0.4,0,0.67,0.06,5,0.13,6.79
393,David Raya,Arsenal,29,183,2430,0,0.1,0,0.6,0,0,0,0,0,0,0.3,0,0,0,32.2,71.1,0,4.9,0,0,0,0,0,6.79
394,Pablo Duran,Celta Vigo,23,176,881,0.6,0.4,1.3,0.3,0.4,4,2,1,0.6,0.3,0.8,0.2,1,1.7,15.1,75.1,0.1,0.5,0,2.36,0.24,16,0.15,6.5
395,Florian Lejeune,Rayo Vallecano,33,190,2336,1.1,0.8,1.3,4.8,0.5,0,2,1.5,0.3,0.1,0.5,0,0.1,0.4,53.3,82.9,0.1,4.6,0,2.25,0.09,40,0.06,6.79
396,Gianluigi Donnarumma,PSG,26,196,1642,0.1,0,0,0.8,0,0,0,0,0,0,0.1,0,0,0,23.4,85.2,0,2.8,0,0,0,0,0,6.79
397,Nico Schlotterbeck,Borussia Dortmund,25,191,1714,1.6,1.1,0.8,3.4,0.8,0,2,0.6,0.7,0.6,0.8,0,0.4,0.5,90.1,90.4,0.1,5.5,0.1,1.65,0.09,11,0.15,6.78
398,Vincent Sierro,Toulouse,29,185,1513,1.8,0.6,1,1.4,0.9,3,1,0.8,1.2,0.2,0.9,0,0.7,1.4,45.1,78.6,0.8,1.8,0.3,2.97,0.18,15,0.2,6.78
399,Alejandro Catena,Osasuna,30,194,2143,1.5,0.9,1,6.4,0.6,0,1,0.6,0.1,0.3,0.3,0,0,0.3,43.6,81.9,0,4,0,2.21,0.09,15,0.15,6.78
400,Sebastian Nanasi,Strasbourg,22,178,1610,0.8,0.2,0.4,0.5,0.5,5,3,0.9,1.2,0.7,0.7,0,0.5,0.7,25,82.7,0.5,0.5,0.2,4.5,0.25,19,0.24,6.78
401,Zuriko Davitashvili,Saint-Etienne,24,175,1944,0.7,0.5,0.5,0.2,1.2,7,4,2.1,1.3,1.5,1.1,0.1,2,2.1,25.8,83.5,0.7,0.3,0.1,6.3,0.29,48,0.13,6.78
402,Gautier Lloris,Le Havre,29,191,2070,2.3,0.9,0.9,6.3,0.7,2,1,0.5,0.2,0.2,0.3,0.1,0.1,0.5,49.5,88.1,0,2.4,0,1.68,0.07,11,0.15,6.78
403,Marco Friedl,Werder Bremen,26,187,1437,2.6,1.7,1,5.1,1.4,0,0,0.1,0.2,0.3,0.8,0.1,0.3,0.5,58.8,90.5,0.1,3.4,0,0.08,0.007732626,1,0.08,6.78
404,Lorenz Assignon,Rennes,24,181,1555,1.2,0.8,1.6,1.9,0.9,2,4,0.5,1,0.8,0.9,0.2,1.1,1.9,30.8,81.2,0.6,0.7,0,1.07,0.06,10,0.11,6.78
405,Eren Dinkci,Freiburg,23,188,1100,1.1,0.3,0.4,0.3,0.7,0,3,0.7,1.1,0.8,0.3,0.1,0.6,1.4,17.2,78.5,0.2,0.3,0,0.9,0.07,13,0.07,6.49
406,Yann Gboho,Toulouse,24,178,1638,1.1,0.2,0.6,0.2,0.6,2,2,1.7,1.1,2,2.3,0,1.9,2.4,19.6,75.5,0,0.2,0.1,3.61,0.2,35,0.1,6.78
407,Gerard Martin,Barcelona,23,186,519,0.9,0.4,0.5,0.9,0.3,1,1,0.2,0.4,0.1,0.1,0,0.1,0.3,19.8,85.1,0.3,0.6,0,0.41,0.07,3,0.14,6.4
408,Nahuel Tenaglia,Deportivo Alaves,29,181,2006,3,1.2,1,3.5,0.9,1,1,0.7,0.5,0.5,1.4,0.1,0.5,0.9,27.7,73.2,0.3,1.5,0,1.5,0.07,17,0.09,6.78
409,Adria Alti,Leganes,23,170,1086,2,0.8,1.4,2.3,0.7,0,0,0.3,0.1,0.5,1.1,0.1,0.4,1.3,22,79.7,0,1.3,0,0.16,0.01,4,0.04,6.38
410,Milos Kerkez,Bournemouth,21,180,2360,1.3,1.2,0.9,2.9,0.5,2,4,0.5,0.9,0.6,1.2,0,0.5,1.4,34.2,81,0.8,1.4,0,0.5,0.02,14,0.04,6.78
411,Henrikh Mkhitaryan,Inter,36,177,1909,1.2,0.6,1,1.1,0.7,1,3,0.8,0.9,0.2,0.6,0.2,0.5,0.6,46.8,88.9,0.1,2,0.1,1.73,0.08,20,0.09,6.78
412,Arnaud Kalimuendo,Rennes,23,175,1823,0.6,0.1,0.7,0.3,0.1,11,0,2.2,0.5,0.7,1.3,0.4,1.8,1.8,16.9,80.7,0,0.6,0,11.34,0.56,50,0.23,6.78
413,Lucas Chevalier,Lille,23,189,2160,0.1,0,0,0.4,0,0,0,0,0,0,0.1,0,0,0,27.8,75.8,0,4.8,0,0,0,0,0,6.78
414,Radu Dragusin,Tottenham,23,191,1254,0.6,0.9,0.4,2.9,0.4,0,0,0.3,0.3,0,0.6,0,0.1,0.5,52.3,85.2,0.1,1.6,0,0.14,0.01,5,0.03,6.33
415,Lucien Agoume,Sevilla,23,185,1159,1.4,0.8,1,0.6,0.3,0,0,0.3,0.3,0.5,0.1,0.1,0.3,0.8,27.8,82.4,0,0.9,0,0.39,0.03,6,0.06,6.33
416,Valentin Rosier,Leganes,28,175,1810,2.3,1.5,1.4,4.2,0.9,0,2,0.3,0.3,0.8,0.7,0.2,0.8,0.9,28.7,77.3,0.1,1.1,0,0.4,0.02,8,0.05,6.78
417,Stefan de Vrij,Inter,33,189,1317,0.7,0.9,0.2,2.7,0.1,2,0,0.5,0,0.1,0.1,0,0,0.1,52,92.9,0,1.3,0,1.38,0.09,11,0.13,6.78
418,Habib Diarra,Strasbourg,21,178,1954,0.8,0.5,1,1.4,0.4,4,3,1,1,0.4,1.9,0,0.9,1,33.1,86.6,0.5,1,0.1,2.78,0.13,24,0.12,6.78
419,Kenny Lala,Brest,33,178,1876,2.5,1,0.6,2.3,0.8,3,1,0.5,1,0.5,0.3,0,0.5,0.9,45.9,82,0.8,3.9,0,2.98,0.14,10,0.3,6.78
420,Ali Abdi,Nice,31,183,936,1.5,0.7,1,1.5,0.8,2,2,1,0.8,0.4,0.5,0.1,0.6,1.3,20.9,77.9,0.4,0.3,0,1.25,0.12,16,0.08,6.78
421,Benat Turrientes,Real Sociedad,23,179,653,0.9,0.3,0.7,0.6,0.4,0,0,0.4,0.1,0.6,1.1,0,0.4,0.9,18.1,89.8,0.4,0.6,0,0.6,0.08,5,0.12,6.32
422,Konstantinos Koulierakis,Wolfsburg,21,188,1814,1.5,1,1,4.7,0.5,0,2,0.7,0.4,0.2,0.5,0.1,0.1,0.7,51.5,84,0.2,3.6,0,0.77,0.04,16,0.05,6.78
423,Aimen Moueffek,Saint-Etienne,23,179,555,1.1,0.2,0.8,1.2,0.8,0,1,0.5,0.3,0.5,0.2,0.2,0.2,1.7,16.9,87.3,0,0.2,0,0.95,0.15,7,0.14,6.31
424,Tyrick Mitchell,Crystal Palace,25,181,2335,2.6,0.4,0.5,2.3,0.6,0,4,0.4,1.2,0.4,0.8,0.1,0.9,1.1,29.2,73.2,0.6,1.3,0,1.28,0.05,11,0.12,6.77
425,Farid El Melali,Angers,27,168,1513,1,0.5,0.8,0.5,0.9,2,2,1.5,0.9,2.2,1.7,0.3,1.5,2.5,15.9,77.4,0.8,0.3,0,2.76,0.16,34,0.08,6.77
426,Alieu Fadera,Como,23,182,1598,2.6,0.4,1.7,0.3,1,1,3,1.2,1,1.1,2,0.6,1.4,1.7,21,77.6,0.3,0.5,0.1,1.76,0.1,27,0.07,6.77
427,Diogo Dalot,Man Utd,25,183,2307,2.2,1.3,1.4,2,0.6,0,1,0.8,0.7,0.7,0.3,0.2,0.5,1.1,43.8,83.7,0.2,1.9,0.1,1.68,0.07,21,0.08,6.77
428,Douglas Augusto,Nantes,28,173,1584,2.4,0.9,1.6,1.4,0.8,2,2,1.2,0.7,0.4,1.2,0,0.6,0.6,42.8,86.6,0.1,1.6,0.1,3.89,0.22,22,0.18,6.77
429,Yann Sommer,Inter,36,183,2250,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,33.3,88.1,0,4.8,0,0,0,0,0,6.77
430,Sergio Herrera,Osasuna,31,192,2340,0.1,0,0,1.1,0.1,0,0,0,0,0,0.1,0,0,0.1,30.3,67.3,0,8.6,0,0,0,0,0,6.77
431,Luis Rioja,Valencia,31,176,2079,1,0.8,0.5,0.9,0.9,5,2,0.9,1,1.3,1.2,0.3,1.2,1.1,26.7,77.1,1.1,1.2,0,3.23,0.14,22,0.15,6.77
432,Mohamed-Ali Cho,Nice,21,182,1379,0.5,0.2,0.6,0.3,0.4,3,4,1.6,1.3,0.9,1.7,0.5,1.2,2.8,18.1,77.6,0.4,0.2,0.2,2.51,0.16,31,0.08,6.77
433,Etienne Youte,Le Havre,23,195,1668,0.8,1.1,0.6,6.2,0.3,0,0,0.5,0.1,0.1,0.2,0,0.1,0.2,48.7,89.5,0.1,2.4,0,1.44,0.08,9,0.16,6.31
434,Pau Victor,Barcelona,23,182,208,0.1,0.1,0.3,0.2,0.2,2,1,0.5,0.3,0.5,0.2,0,0.5,0.4,6.2,81.7,0,0.1,0,1.91,0.83,8,0.24,6.3
435,Ibrahima Sissoko,Bochum,27,193,1882,2.1,1.3,2.3,1.9,0.7,1,1,0.7,0.7,0.9,1,0.1,0.7,1,31,76.1,0.2,1.2,0,1.04,0.05,17,0.06,6.77
436,Dailon Livramento,Verona,23,185,720,0.7,0.1,0.7,0.2,0.3,1,1,0.7,0.3,0.3,0.3,0.4,0.5,1,6.1,56.9,0.1,0.1,0,1.9,0.24,12,0.16,6.13
437,Jamie Leweling,Stuttgart,24,185,1154,0.5,0.4,0.7,0.4,0.6,1,2,1.1,1,2,1.2,0.1,1.5,1.7,19.8,78.9,0.6,0.3,0.1,1.25,0.1,19,0.07,6.77
438,Paul Nebel,Mainz,22,169,1545,1.2,0.4,1.4,0.7,0.8,6,2,1.2,0.7,0.5,1.2,0.1,1.1,2.2,29.9,77.8,0.6,1,0.1,4.33,0.25,27,0.16,6.77
439,Dan Ndoye,Bologna,24,184,1525,0.6,0.2,0.7,0.2,0.4,6,2,1.8,0.7,1.3,3,0.3,1.6,2.5,21,78.7,0.2,0.7,0,6.91,0.41,39,0.18,6.77
440,Casemiro,Man Utd,33,185,1014,3.1,0.6,0.6,2.1,1.4,1,0,1.2,1.1,0.2,1,0.2,0.6,0.5,38.9,81.4,0.4,1.9,0.2,1.74,0.15,21,0.08,6.77
441,Lee Kang-In,PSG,24,174,1323,0.8,0.1,0.8,0.1,0.6,6,5,1.5,2,0.9,1,0,0.8,0.7,38,91.4,1.2,1.3,0.3,3.21,0.22,35,0.09,7.13
442,Noussair Mazraoui,Man Utd,27,183,2047,3,1,1.1,2.1,1,0,1,0.4,0.4,0.8,0.7,0.1,0.6,0.7,43.1,85.6,0.1,1.2,0.1,0.46,0.02,10,0.05,6.77
443,Ollie Watkins,Aston Villa,29,180,1977,0.2,0.2,0.9,0.3,0.2,12,6,2.4,0.8,0.3,1,0.3,1.4,1.4,10.9,78,0,0.1,0,15.94,0.73,68,0.23,6.77
444,Romelu Lukaku,Napoli,31,191,1939,0.1,0,1.3,0.4,0.1,9,7,1.7,0.9,0.2,1.1,0.7,1.4,1.6,14,70.9,0,0,0.1,10.39,0.48,43,0.24,6.77
445,Marc Guehi,Crystal Palace,24,182,2340,1.8,0.8,0.6,4.7,0.5,3,2,0.4,0.3,0.4,0.8,0,0.5,0.5,51.2,83.4,0.1,3.7,0,2.18,0.08,11,0.2,6.92
446,Leandro Paredes,Roma,30,180,975,1.4,1,0.8,1.2,0.8,1,1,1,0.9,0.2,0.6,0,0.1,0.3,50.9,91,0.4,3.1,0.1,1.19,0.11,16,0.07,6.77
447,Jackson Irvine,St. Pauli,31,189,2160,1.8,1.3,1.5,2.1,0.8,0,5,1.2,1.1,0.3,0.5,0.1,0.5,1.5,33.7,72.3,0.2,1.2,0.2,3.07,0.13,28,0.11,6.77
448,Juan Iglesias,Getafe,26,187,2055,2.4,1.4,1.3,3.6,1.4,0,1,0.5,0.7,0.4,1.1,0,0.4,1.1,22.2,58.9,0.7,1.6,0,0.46,0.02,14,0.03,6.76
449,Riccardo Calafiori,Arsenal,22,188,871,1.6,0.6,1,1.4,0.6,2,1,0.6,0.4,0.6,0.4,0.2,0.3,0.7,27.1,87.6,0.1,0.9,0,0.95,0.1,10,0.09,6.76
450,Yacine Adli,Fiorentina,24,186,1124,1.6,0.3,0.5,0.9,1.1,3,4,0.6,1.1,0.5,0.8,0,0.2,0.9,36.7,86.2,0.7,3.5,0.1,0.55,0.04,11,0.05,6.76
451,Diogo Jota,Liverpool,28,178,821,0.4,0.4,0.8,0.3,0.7,5,3,2.1,0.5,0.5,0.6,0,1.1,1.5,12.6,72.9,0.1,0.4,0,7.21,0.79,35,0.21,6.76
452,Enzo Fernandez,Chelsea,24,177,1960,2.1,0.4,1.5,0.6,1.5,4,4,1.3,2,0.7,1.4,0,0.9,0.9,51.4,84.7,0.6,3,0.2,3.92,0.18,33,0.12,6.91
453,Thomas Meunier,Lille,33,191,1223,2,1.1,0.8,1.9,0.5,1,0,1,0.4,0.5,0.1,0.1,0.5,0.8,36.6,82.4,0.4,1.5,0,1.56,0.12,21,0.07,6.76
454,Loic Bade,Sevilla,24,191,1820,1.9,1,0.8,4.6,0.3,1,1,0.5,0.1,0.5,0.1,0,0.3,0.6,60,85.7,0,3.9,0,0.69,0.03,11,0.06,6.85
455,Deniz Undav,Stuttgart,28,179,1194,0.4,0.2,0.9,0.3,0.6,7,1,3,0.7,0.3,0.6,0.6,1.3,2.3,20.6,71.4,0.1,0.7,0.1,9,0.68,54,0.17,6.76
456,Nikola Krstovic,Lecce,24,185,2247,0.5,0.3,1.5,0.7,0.3,7,3,3.9,0.6,0.5,1.4,0.5,1.1,2.3,17,68.3,0,0.6,0,9.51,0.38,104,0.09,6.8
457,Leonardo Balerdi,Marseille,26,187,1715,1.9,1.4,1.1,2.7,0.8,0,0,0.4,0.3,0.5,0.6,0,0.6,0.8,102.2,94.4,0,3,0.1,0.9,0.05,8,0.11,6.76
458,Ignace Van der Brempt,Como,22,187,1041,2.6,0.7,1.2,1.9,0.6,0,1,0.4,0.6,0.7,0.9,0,0.5,1.3,30.9,83.6,0.2,1,0,0.25,0.02,5,0.05,6.76
459,Jaka Bijol,Udinese,26,190,2250,1.4,1.2,1.2,5.1,0.6,1,0,0.8,0.4,0,0.3,0,0,0.4,48.2,83,0,3.7,0,2.11,0.08,19,0.11,6.76
460,Phillipp Mwene,Mainz,31,170,2074,1.5,0.9,0.6,1.7,0.9,0,4,0.7,0.7,0.8,0.6,0.1,0.9,1.6,31.9,77.5,0.9,1.3,0,1.09,0.05,17,0.06,6.76
461,Matteo Ruggeri,Atalanta,22,187,1482,1.4,0.7,0.5,1.4,0.5,0,2,0.1,0.8,0.3,0.2,0.1,0.1,0.6,42,87.8,1,1,0,0.29,0.02,2,0.14,6.76
462,Arthur Theate,Eintracht Frankfurt,24,185,2035,1.3,1.4,0.5,5.1,0.7,0,0,1.2,0.3,0.4,0.7,0,0.3,0.7,56.1,85.2,0.1,3.1,0.1,1.33,0.06,28,0.05,6.76
463,Ridle Baku,Wolfsburg,26,176,1175,1.5,1,0.9,0.9,0.7,2,1,1.2,0.9,0.6,0.7,0.1,0.7,1,29.1,78,0.4,1.3,0.2,0,0,0,0,6.76
464,Sergio Gomez,Real Sociedad,24,171,1925,2.1,0.6,0.9,0.6,0.8,0,4,0.5,1.4,0.6,0.4,0.2,0.4,1.2,35,84.6,1.4,1.3,0,0.79,0.04,12,0.07,6.78
465,Matthis Abline,Nantes,21,182,1916,0.4,0.1,0.9,1,0.3,7,1,2.5,0.8,1.2,1.6,0.2,1.9,2.9,14.5,73.1,0.2,0.3,0,7.51,0.35,59,0.13,6.76
466,Julian Weigl,Borussia M.Gladbach,29,186,2011,1.7,1.6,0.8,2.4,0.5,0,2,0.7,0.5,0.2,0.8,0,0.3,0.4,56,89.5,0,2.9,0.1,0.61,0.03,16,0.04,6.76
467,Samu Costa,Mallorca,24,185,1711,2.5,1,1.5,2.6,1.2,0,2,1.1,0.5,0.2,1.9,0.1,1.2,1.2,45,81.9,0.2,2.6,0,1.59,0.08,24,0.07,6.77
468,Joseph Okumu,Reims,27,190,1103,1.7,1.4,0.9,4.7,0.5,1,0,0.6,0.1,0.7,0.8,0,0.1,0.6,53.1,83.9,0.1,5.1,0.1,0.86,0.07,9,0.1,6.76
469,Luka Modric,Real Madrid,39,172,1141,0.7,0.7,0.6,0.4,0.5,2,3,0.6,1.7,0.3,0.5,0,0.4,0.6,45.5,91,0.8,2.8,0.2,1.13,0.09,14,0.08,6.75
