Player ID,Player Name,Player Team,Player Age,Player Height,Mins Played,tacklePerGame,interceptionPerGame,foulsPerGame,clearancePerGame,wasDribbledPerGame,goal,assistTotal,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnoverPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,xG,xGPerNinety,totalShots,xGPerShot,rating
0,Lamine Yamal,Barcelona,17,180,1885,1.3,0.5,0.8,0.1,0.4,5,11,3.6,2,4.1,1.9,0.5,1.4,2.7,35.4,78,0.6,0.8,0.4,7.38,0.35,82,0.09,7.96
1,Mohamed Salah,Liverpool,32,175,2485,0.6,0.1,0.6,0.2,0.2,25,17,3.6,2.3,1.8,1.2,0.4,1.9,3,30.1,73.7,0.5,0.8,0.2,20.84,0.75,101,0.21,7.89
2,Harry Kane,Bayern,31,188,1738,0.3,0.1,0.4,0.3,0.1,21,6,3.7,1.2,0.9,0.8,0.6,0.7,1.4,20.4,81.1,0.2,1.4,0.5,18.32,0.95,82,0.22,7.86
3,Ousmane Dembele,PSG,27,178,1373,0.5,0.4,0.3,0,0.3,18,5,3.3,2.3,1.7,0.6,0.3,1.1,1.6,34.5,83.7,1.3,1.1,0.2,13.08,0.86,73,0.18,7.85
4,Bukayo Saka,Arsenal,23,178,1276,1.4,0.1,0.8,0.4,0.6,5,10,2.9,2.6,2.1,2,0.2,2.2,1.5,27.1,84.3,1.9,0.3,0.1,4.79,0.34,46,0.1,7.79
5,Raphinha,Barcelona,28,176,2135,1.1,0.2,0.3,0.7,0.5,13,7,3.2,2.8,1.5,1,0.3,1,1.5,35.4,77.9,1.5,1.4,0.1,14.05,0.59,83,0.17,7.72
6,Florian Wirtz,Leverkusen,21,177,1868,1.2,0.3,0.7,0.2,0.5,9,10,2.8,2,3,1.4,0.4,1.6,1.8,53.5,82.8,0.4,1,0.5,9.79,0.47,66,0.15,7.7
7,Jamal Musiala,Bayern,22,184,1558,1.5,0.3,0.8,0.2,0.7,11,2,2.8,1.8,3,2.3,0,1.3,2.7,38.7,83.6,0,0.5,0.3,9.23,0.53,59,0.16,7.66
8,Kylian Mbappe,Real Madrid,26,178,2080,0.3,0,0.8,0,0.1,17,3,4.4,1.5,2.5,1,1.4,1.2,2.4,32.2,85.4,0.2,1.4,0.2,18.08,0.78,106,0.17,7.64
9,Michael Olise,Bayern,23,184,1558,1.1,0.3,0.6,0.3,0.5,8,7,2.2,2.2,2.1,1.8,0.1,0.9,1.6,40.2,86.4,1,0.5,0.4,6.99,0.4,53,0.13,7.58
10,Achraf Hakimi,PSG,26,181,1631,2.1,1.4,0.8,0.6,0.9,4,5,1.4,2.3,1.2,1.1,0.3,0.7,1.6,78.7,91.1,0.7,1.3,0.1,3.15,0.17,26,0.12,7.49
11,Mason Greenwood,Marseille,23,181,2040,1.3,0.3,0.7,0.2,0.8,15,3,3.6,1.3,1.8,1.2,0.1,1.4,1.6,39.2,83.6,0.8,2,0.2,12.88,0.57,86,0.15,7.47
12,Alexander Isak,Newcastle,25,192,1984,0.5,0.1,0.8,0.5,0.3,19,5,2.8,1.5,1.4,0.5,0.7,1.8,2,20.2,75.5,0.1,0.5,0.1,15.11,0.69,68,0.22,7.47
13,Tim Kleindienst,Borussia M.Gladbach,29,194,2028,0.9,0.4,2.7,2,1,14,5,2.8,0.9,0.5,0.9,0.8,1.6,2.6,23.8,63,0,0.4,0.2,13.97,0.62,64,0.22,7.45
14,Cole Palmer,Chelsea,22,185,2375,0.7,0.3,0.4,0.4,0.4,14,6,3.6,2.6,1.3,2,0.2,1,1.8,36.2,82.3,1.1,2.6,0.3,13.82,0.52,97,0.14,7.43
15,Erling Haaland,Man City,24,195,2304,0.3,0.2,0.8,0.8,0.2,20,3,3.7,1,0.4,0.5,0.2,0.9,1.5,11.8,65.3,0,0.1,0,20.79,0.81,97,0.21,7.42
16,Joshua Kimmich,Bayern,30,177,2023,1.7,0.7,0.5,0.7,0.6,1,5,1,2.5,0.4,0.7,0.1,0.2,0.6,106.9,93,1.5,5.8,0.2,1.64,0.07,24,0.07,7.41
17,Hugo Ekitike,Eintracht Frankfurt,22,190,1774,0.6,0.3,1,0.7,0.3,13,3,3.6,1.3,1.7,0.4,0.6,0.9,2.9,18,78.3,0.3,0.5,0,16.78,0.85,83,0.2,7.4
18,Evann Guessand,Nice,23,188,2052,1.5,0.5,1.5,0.5,0.3,10,7,2.2,1.3,1.5,2.3,0.4,2.3,2.4,17.8,78.9,0.3,0.1,0.3,9.29,0.41,53,0.18,7.39
19,Bryan Mbeumo,Brentford,25,171,2427,1.1,0.4,0.6,1.3,0.3,15,4,2.1,1.9,1.3,1.1,0.4,1.3,2.6,29,75.6,1.1,0.8,0.2,9.8,0.36,58,0.17,7.38
20,Rayan Cherki,Lyon,21,177,1320,0.5,0.3,0.7,0.3,0.7,5,9,1.4,2.6,1.8,1.3,0.1,1.7,1.4,37,84.4,1.1,1.4,0.6,4.19,0.29,27,0.16,7.38
21,Ademola Lookman,Atalanta,27,174,1500,1.1,0.1,1.1,0.1,0.3,12,5,2.8,2,1.3,0.7,1.1,1.7,2.3,26.7,79.3,1.2,0.2,0,10.62,0.64,59,0.18,7.38
22,Matheus Cunha,Wolves,25,183,2148,1.2,0.6,1.4,0.7,0.9,13,4,3.3,1.7,1.9,2.2,0.3,1.6,2.6,29.4,77.7,0.8,1.5,0.2,6.62,0.28,86,0.08,7.36
23,Marcus Thuram,Inter,27,192,1896,0.6,0.1,1,0.5,0.4,13,4,2,1.2,0.7,1.3,0.4,0.9,1.7,17,73.8,0.1,0.2,0.1,9.96,0.47,53,0.19,7.35
24,Robert Lewandowski,Barcelona,36,185,2017,0.3,0.1,0.9,0.9,0.2,21,2,3.5,0.7,0.6,1.2,0.6,1.4,2.4,16.2,75.2,0,0.4,0,22.19,0.99,87,0.26,7.34
25,Joao Neves,PSG,20,174,1368,2.6,0.8,0.6,0.7,0.8,2,8,1.2,1.4,0.7,1.3,0.1,0.8,0.9,58.9,91.3,0.2,2.6,0.3,2.47,0.16,23,0.11,7.34
26,Andrey Santos,Strasbourg,20,180,1957,3.6,0.9,0.8,1.9,1.2,7,1,1.3,0.9,0.6,2,0,0.4,1.5,47.5,87.9,0,1.6,0.2,3.58,0.16,29,0.12,7.33
27,Vinicius Junior,Real Madrid,24,176,1631,0.9,0.1,1.3,0,0.4,9,5,3.1,2,3,2.5,0.3,2,2.4,28.5,79.1,0.3,1.1,0.3,9.08,0.5,62,0.15,7.32
28,Bradley Barcola,PSG,22,182,1627,0.9,0.5,0.9,0.3,0.8,12,6,2.5,1.5,1.1,0.7,0.3,0.7,2.1,25.6,83.9,0.2,0.4,0.1,12.51,0.69,59,0.21,7.32
29,Jude Bellingham,Real Madrid,21,186,1635,1.8,0.9,1.1,0.6,0.5,7,6,2.1,1.3,1.3,2.2,0.2,1.1,1.7,52,88,0,2.2,0.2,8.04,0.44,41,0.2,7.32
30,Xavi Simons,RBL,21,179,1377,0.9,0.5,1.2,0.7,0.4,6,4,1.9,2.2,1.4,2.4,0.3,2.3,3.1,44.1,84,0.9,1.6,0.6,4.25,0.28,30,0.14,7.31
31,Jonathan Clauss,Nice,32,178,1507,2.2,1.9,1,2.6,0.9,3,4,0.9,1.6,0.4,0.2,0.1,0.2,1.3,33.8,77.3,1.6,1,0.1,1.83,0.11,18,0.1,7.29
32,Antoine Semenyo,Bournemouth,25,185,2291,1.5,0.2,2,0.8,0.9,7,4,3.7,1.3,2.2,1.1,0.4,2.2,2.5,26.7,77,0.2,0.5,0.2,10.42,0.41,95,0.11,7.27
33,Mateo Retegui,Atalanta,25,186,1546,0.4,0.1,0.6,0.4,0.2,21,4,2.8,1,0.2,1,0.1,1.2,2.4,14.9,79.6,0.1,0.4,0,14.41,0.84,70,0.21,7.26
34,Mohammed Amoura,Wolfsburg,24,170,1810,0.9,0.4,0.9,0.7,0.8,9,8,2.6,1.1,1.2,0.7,0.8,0.6,2.7,22.3,72.4,0.3,1,0.2,7.24,0.36,57,0.13,7.25
35,Rodrygo,Real Madrid,24,174,1587,0.5,0.3,0.3,0.2,0.5,6,5,1.9,1.9,1.7,1.3,0,0.4,1.7,36.3,91.4,0.8,0.3,0,4.21,0.24,44,0.1,7.24
36,Federico Valverde,Real Madrid,26,182,2101,1.3,1.8,0.4,1.3,0.4,5,3,1.3,1.2,0.5,0.4,0,0,1.1,62.7,90.5,0,4.1,0.1,1.03,0.04,32,0.03,7.24
37,Serhou Guirassy,Borussia Dortmund,28,187,1865,0.1,0.1,0.6,1.3,0,14,1,3,0.8,0.3,2,0.3,1,2.7,19.4,74.3,0,0.3,0.1,17.43,0.84,62,0.28,7.23
38,Alex Baena,Villarreal,23,174,1919,0.9,0.8,1.2,0.3,1,6,7,2,3.1,0.6,1.4,0.2,1.1,1.3,33.7,73.9,2.2,2.2,0.4,5.99,0.28,47,0.13,7.23
39,Nadiem Amiri,Mainz,28,180,1678,1.4,0.7,1.5,0.9,1.1,5,3,2,1.9,1,1.9,0.1,0.8,1.5,50.6,81.4,1.7,2.8,0.3,4.28,0.23,42,0.1,7.22
40,Jeremy Doku,Man City,22,173,983,1.2,0.2,0.2,0.1,0.2,3,4,1.2,1.2,3.7,1.2,0.3,1.9,2.1,24.6,85.1,0.4,0.1,0.1,1.24,0.11,21,0.06,7.22
41,Dayot Upamecano,Bayern,26,186,1673,1.7,1.6,1.1,2.3,0.7,2,0,0.6,0.3,0.2,0.5,0,0.2,0.3,95.2,93.9,0.1,3.6,0,0,0,0,0,7.22
42,Ludovic Blas,Rennes,27,180,1921,1.3,0.4,1.1,0.4,0.8,6,7,2.1,1.8,1.7,2,0,1.6,2.8,29.3,81.3,1.2,1.4,0,4.68,0.22,48,0.1,7.21
43,Moses Simon,Nantes,29,168,1823,0.6,0.4,0.3,0.5,0.5,6,7,1.6,2,2.4,1.7,0.4,1.6,2.2,19,75.4,2,0.6,0,5.31,0.26,36,0.15,7.21
44,Gaetan Perrin,Auxerre,28,169,1822,1.8,0.4,0.6,0.2,0.8,8,6,1.7,1.8,1.4,0.5,0.3,1.6,1,22.7,77.6,1.4,1,0.1,3.64,0.18,40,0.09,7.21
45,Lautaro Martinez,Inter,27,174,2089,1,0.4,1.1,0.6,0.4,10,3,3.2,1.1,0.6,1.6,0.7,1.5,2.3,19.3,76.3,0,0.9,0.2,12.57,0.54,81,0.16,7.2
46,Mattia Zaccagni,Lazio,29,177,1919,1.1,0.8,1,0.4,0.5,8,6,1.5,1.9,1.4,2.8,0.2,1.3,1.3,29.5,85,0.9,1,0.1,6.02,0.28,37,0.16,7.2
47,Tom Bischof,Hoffenheim,19,176,1791,3.7,1,1.4,1.5,1.4,4,2,1.6,1.9,0.8,1.2,0,1.3,1.3,44.5,83.1,1.6,1.9,0.1,1.51,0.08,36,0.04,7.19
48,Moritz Jenz,Mainz,25,190,1062,2.2,1.2,1.2,6.2,0.2,0,0,0.3,0.2,0,0.4,0,0,0.5,47.2,84.3,0,1.4,0,0.73,0.06,4,0.18,7.19
49,Pau Cubarsi,Barcelona,18,184,2059,0.9,0.4,0.5,2.6,0.3,0,3,0.3,0.3,0.2,0.3,0,0,0.2,81.2,93.1,0,3.2,0.1,0.93,0.04,7,0.13,6.85
50,Nico Paz,Como,20,186,1902,1.4,0.7,1.3,0.4,0.7,6,4,3.2,1.7,2.2,1,0.1,1.2,3.2,31.6,83,0.4,0.6,0.1,7.51,0.36,80,0.09,7.18
51,Warren Zaire-Emery,PSG,18,178,1359,1.9,0.9,0.8,0.7,0.8,1,1,0.6,0.6,0.7,0.7,0.1,0.9,1.2,55.7,92.6,0,1.3,0,0.9,0.06,11,0.08,6.81
52,Mikkel Damsgaard,Brentford,24,180,2054,2.2,0.8,0.4,0.9,1.3,2,10,1,1.8,1.5,0.7,0.2,1.3,1.6,36.3,77.7,1.1,1.5,0.4,2.52,0.11,26,0.1,7.17
53,Desire Doue,PSG,19,181,1113,1.2,0.4,0.9,0.3,0.6,2,5,1.8,1.5,1.6,1.3,0,1.1,1.8,29.9,85.5,0.5,0.6,0.2,3.32,0.27,38,0.09,7.04
54,Dwight McNeil,Everton,25,183,1143,0.8,0.4,0.5,0.1,0.7,3,3,1.8,2.5,1.5,1,0.1,1.8,1.7,31.9,81.4,2.7,1.2,0.5,0.98,0.08,23,0.04,7.17
55,Nathaniel Brown,Eintracht Frankfurt,21,180,1120,2.6,0.6,0.4,2,0.3,3,4,0.7,1.4,0.4,1,0,0.4,0.9,26.7,84.1,0.9,0.9,0.1,2.16,0.17,11,0.2,7.16
56,Amad Diallo,Man Utd,22,173,1595,1.5,0.5,0.9,0.6,0.5,6,6,1.8,1.8,1.6,1,0.4,1.5,1.6,32.5,85.2,0.8,0.5,0,3.87,0.22,40,0.1,7.16
57,Kenan Yildiz,Juventus,19,187,1754,1.8,0.2,0.6,0.3,0.3,4,2,1.7,1.3,1.6,1.5,0.1,1,2.3,24.9,85.9,0.7,0.8,0.1,4.21,0.22,44,0.1,6.97
58,Pedri,Barcelona,22,174,1938,1.6,0.6,0.3,0.4,1.2,4,3,0.8,1.8,1.1,1.4,0,0.8,1.4,61.4,88.1,0.4,3.4,0.4,2.57,0.12,20,0.13,7.15
59,Ritsu Doan,Freiburg,26,172,1991,2.2,0.5,0.7,0.9,0.5,8,4,1.7,0.6,1.6,1.5,0.2,1.6,1.7,27.9,75.2,0.4,1,0.1,6.08,0.28,41,0.15,7.15
60,Alexis Saelemaekers,Roma,25,180,887,1.7,0.4,0.7,0.3,0.7,6,2,1.1,1.2,0.8,1,0,0.7,1.8,27.3,86.1,0.5,1.1,0.1,1.81,0.18,17,0.11,7.14
61,Ludovic Ajorque,Brest,31,196,1668,0.8,0.2,2,0.8,0.6,10,1,1.5,1.3,0.3,0.8,0.4,0.2,2,21.1,69.3,0,0.7,0,7.51,0.41,31,0.24,7.14
62,Jarrod Bowen,West Ham,28,176,2011,1.4,0.6,0.7,0.7,0.8,7,4,2.5,1.8,1.6,1.4,0.3,2.2,2.1,20.7,78.9,0.9,0.5,0.1,6.25,0.28,57,0.11,7.13
63,Bruno Fernandes,Man Utd,30,179,2200,2.3,0.8,0.8,0.9,1.3,6,7,2.6,2.3,0.7,1.2,0.1,1,1.1,55.8,80.1,1.2,4,0.3,8.23,0.34,68,0.12,7.13
64,Eberechi Eze,Crystal Palace,26,178,1845,1.5,0.3,0.3,0.2,0.7,2,6,3.3,2.1,2,1.7,0.3,1.5,1.7,29.8,82.2,1,1.1,0.1,6.12,0.3,77,0.08,7.13
65,Dario Essugo,Las Palmas,19,178,1266,2.4,1.6,1.4,1.6,0.9,1,0,0.9,0.6,0.6,1.4,0,1,1.5,40.5,86,0,2,0.2,0.49,0.03,15,0.03,6.64
66,Amadou Kone,Reims,19,175,644,2.1,0.6,0.7,0.8,0.4,0,0,0.4,0.1,0.8,2.1,0,0.5,0.7,24.1,89.3,0,1.5,0,0.15,0.02,6,0.03,6.57
67,Granit Xhaka,Leverkusen,32,186,2138,1.5,0.3,1,1.2,0.5,2,7,0.7,1.8,0.3,1,0,0.3,0.5,84.8,91.2,0.1,4.9,0.2,0.64,0.03,16,0.04,7.13
68,Valentin Atangana Edoa,Reims,19,176,1969,2,1.2,1.5,1.4,0.3,0,0,0.8,0.4,0.5,1.4,0.2,0.7,1.7,31.7,88.9,0,0.7,0,1.19,0.05,19,0.06,6.57
69,Trent Alexander-Arnold,Liverpool,26,175,2069,2.4,1,0.3,1.6,1.9,2,6,1.2,1.8,0.3,0.3,0,0.6,0.7,50.9,77.5,1.3,4.1,0.2,1.33,0.06,33,0.04,7.12
70,Antonee Robinson,Fulham,27,183,2358,2.5,1.7,1,3,1.3,0,10,0.6,1.3,1,0.6,0.1,0.6,1.1,46.9,80.5,1.3,1.8,0,0.95,0.04,16,0.06,7.12
71,Bence Dardai,Wolfsburg,19,189,801,1.1,0.6,0.5,1.2,0.7,1,1,0.4,0.7,0,0.5,0,0.3,0.8,19.4,79,0.1,0.5,0.1,0.45,0.05,5,0.09,6.5
72,Jean-Matteo Bahoya,Eintracht Frankfurt,19,180,332,0.9,0.3,0.5,0.2,0.6,0,2,0.2,0.6,0.7,0.2,0.1,0.5,0.5,8.7,80.2,0.3,0.2,0.1,0.18,0.05,3,0.06,6.39
73,Arda Guler,Real Madrid,20,175,637,1,0.2,0.6,0.4,0.4,1,3,1.2,1.1,0.6,1.2,0.2,0.4,0.7,22.1,89.1,0.3,1.2,0.1,1.97,0.28,21,0.09,6.68
74,Dani Olmo,Barcelona,26,179,816,0.9,0.1,0.8,0.6,0.5,6,2,1.9,1,1.3,0.9,0.1,1.3,1.7,24.9,80.2,0.1,1.1,0.4,3.15,0.35,30,0.1,7.11
75,Luis Henrique,Marseille,23,184,1924,0.5,0.2,0.3,1,0,7,4,0.9,1.7,1.5,0.3,0.3,0.5,0.9,38,84.1,1,0.9,0.1,2.88,0.13,21,0.14,7.11
76,Alexis Claude-Maurice,Augsburg,26,176,1342,1.4,0.4,1.1,0.2,0.6,9,1,1.9,0.7,1.6,1.5,0.1,1.5,2.9,21.6,83.8,0.2,0.7,0,2.92,0.2,34,0.09,7.11
77,Kevin Danois,Auxerre,20,172,1107,2.2,0.8,0.9,0.8,1.1,0,0,0.7,1.1,0.8,0.7,0.1,1.1,1,29.5,82.7,0.1,1.9,0.2,0.78,0.06,12,0.07,6.67
78,Alvaro Rodriguez,Getafe,20,193,543,0.5,0.2,1.3,0.7,0.2,2,0,0.9,0.2,0.7,1,0.3,1,1.9,9.2,51.4,0,0,0,0.9,0.15,14,0.06,6.59
79,Alphonso Davies,Bayern,24,185,1472,1.6,0.7,0.4,1.2,0.5,1,2,0.9,1.4,1.6,1.3,0.2,1,1.8,59.3,91.4,0.1,0.6,0.1,1.6,0.1,17,0.09,7.11
80,Virgil van Dijk,Liverpool,33,195,2520,1.1,1.5,0.4,5,0.3,1,1,0.7,0.3,0.1,0.4,0,0.1,0.2,77.1,91.6,0,3.6,0,1.95,0.07,19,0.1,7.1
81,Nuno Mendes,PSG,22,183,1236,1.4,0.9,0.6,1.4,0.7,0,2,0.7,1.2,1.5,1,0.1,1.1,1.4,60.3,89.1,0.8,2.5,0.1,0.85,0.06,11,0.08,7.1
82,Moise Kean,Fiorentina,25,183,1999,0.3,0.1,1.3,0.8,0,15,2,3.1,0.6,1.4,1.6,1.8,2,3,9.2,73.8,0.1,0.3,0,14.34,0.65,74,0.19,7.1
83,Niccolo Pisilli,Roma,20,180,1089,1,0.4,0.7,0.6,0.3,2,1,1.1,0.5,0.2,0.6,0,0.5,1.1,24.1,86.8,0.1,0.9,0,2.71,0.22,24,0.11,6.44
84,Giovani Lo Celso,Real Betis,28,177,1036,1.8,0.3,0.7,0.1,0.4,7,1,1.7,1.7,0.9,2.8,0,1.5,1.9,37.1,83.1,1.3,2.1,0.4,4.4,0.38,27,0.16,7.1
85,James Maddison,Tottenham,28,175,1478,1,0.4,1,0.6,0.6,9,5,1.4,1.3,1.1,2,0.1,0.8,0.8,38.1,86.2,0.8,1.3,0.2,6.16,0.38,36,0.17,7.1
86,Kingsley Coman,Bayern,28,181,1042,0.7,0.3,0.3,0.6,0.2,4,4,1.7,1.4,1.6,0.3,0.3,0.6,1,25.4,89.4,0.4,0.5,0,0,0,0,0,7.1
87,Thilo Kehrer,Monaco,28,186,1800,1.7,1.4,0.6,4.3,0.7,4,0,0.4,0.2,0.1,0.9,0.1,0.1,0.3,68.3,89.6,0,3,0.1,1.18,0.06,8,0.15,7.09
88,Vincenzo Grifo,Freiburg,31,180,1700,0.7,0.1,0.4,0.5,0.7,8,7,2.2,1.9,0.8,0.4,0.1,0.5,1.1,41.4,81.6,1.2,1.8,0.3,7.04,0.37,53,0.13,7.09
89,Oscar Hjlund,Eintracht Frankfurt,20,187,400,1,0.3,0.5,0.4,0.5,1,0,0.4,0.3,0.5,0.1,0,0.7,0.9,16.6,87.5,0,0.4,0,1.31,0.29,5,0.26,6.34
90,Mario Martin,Real Valladolid,20,177,1359,2,0.8,1.7,1.6,1,0,1,1,0.5,0.7,1.5,0,0.8,1.3,27.6,86.3,0,1.3,0,1.11,0.07,22,0.05,6.3
91,Morgan Gibbs-White,Nottingham Forest,25,171,1857,1.3,0.6,1.2,0.7,0.3,5,5,1.7,1.6,1.1,1.3,0.2,1.2,2.3,35.3,81.5,0.3,1.5,0.2,3.72,0.18,39,0.1,7.09
92,Kai Havertz,Arsenal,25,193,1842,0.8,0.3,1.7,1.4,0.5,9,3,2.5,0.8,0.4,1,0.7,1,2,23.5,79.9,0.1,0,0,11.7,0.57,52,0.23,7.09
93,Chris Wood,Nottingham Forest,33,191,2195,0.1,0.1,0.7,0.6,0.2,18,3,1.8,0.6,0.1,0.7,0.7,0.8,2,13.4,66.2,0,0.3,0,11.51,0.47,49,0.23,7.08
94,Min-Jae Kim,Bayern,28,190,2009,1.4,1.3,1,3.1,0.3,2,0,0.3,0.2,0.1,0.2,0,0.2,0.5,98.6,92.5,0,3,0,2.07,0.09,7,0.3,7.08
95,Orri Oskarsson,Real Sociedad,20,186,700,0.3,0.1,0.3,0.4,0.3,3,0,0.8,0.2,0,0.3,0.4,0.5,0.8,8.1,58.6,0.1,0.1,0,5.27,0.68,15,0.35,6.23
96,Jamie Gittens,Borussia Dortmund,20,178,1529,1,0.3,0.9,0.1,0.2,7,3,1.8,0.8,3,1.3,0.1,1.1,1.7,17.1,82.9,0.3,0.3,0.1,4.05,0.24,42,0.1,7.08
97,Stefan Bell,Mainz,33,192,1180,1.2,1.6,1.4,5.9,0.3,0,1,0.5,0.3,0.1,0.5,0.1,0.2,0.8,38.9,80,0,2.7,0,0.72,0.05,8,0.09,7.08
98,Dominic Solanke,Tottenham,27,186,1601,0.8,0,1.5,1,0.3,7,3,2.6,0.7,0.8,1.6,0.2,1.9,2.4,15.3,71.4,0.1,0.5,0.1,8.92,0.5,46,0.19,7.07
99,James Tarkowski,Everton,32,185,2422,2.1,1.2,1,6.4,0.6,1,1,0.5,0.5,0.2,0.7,0,0.3,0.4,39.3,81.8,0,4,0,1.27,0.05,13,0.1,7.07
100,Adrien Rabiot,Marseille,29,191,1583,1.9,0.8,1.9,1.3,0.5,5,1,1.6,0.8,0.7,1.1,0.2,1.1,1.3,52.5,87.8,0.1,0.5,0.1,3.9,0.22,30,0.13,7.07
101,Mark Flekken,Brentford,31,195,2286,0.1,0,0,1.5,0.2,0,1,0,0.1,0,0.1,0,0,0.1,43.9,73.6,0,9,0,0,0,0,0,7.07
102,Elliot Anderson,Nottingham Forest,22,179,1813,2.5,0.8,1.1,1.7,1.3,1,5,1.1,1.2,1.1,1.6,0.2,1,1.6,31.5,82.2,0.8,1.1,0,1.53,0.08,28,0.05,7.07
103,Patrik Schick,Leverkusen,29,191,983,0.2,0.1,0.6,0.5,0.1,16,0,2.3,0.5,0.3,0.6,0.1,1,1.1,11.7,78.9,0,0,0,9.95,0.91,48,0.21,7.07
104,Jubal,Auxerre,31,190,1839,2.3,0.8,0.8,6.8,0.5,5,0,1.1,0.2,0,0.8,0,0.1,0.2,32.5,84.3,0,2.2,0,4.9,0.24,23,0.21,7.07
105,Lamine Camara,Monaco,21,173,1391,2.4,1.2,1.7,1,0.8,2,6,1.1,1.7,0.5,1.2,0,0.8,1.5,45.3,87.2,1.4,2.7,0.1,1.84,0.12,21,0.09,7.07
106,Corentin Tolisso,Lyon,30,181,1690,1.7,0.6,1.4,1.3,1,5,2,1.8,1.1,0.3,1.5,0.2,0.5,1.2,43.5,84.9,0.2,1.5,0.1,4.61,0.25,41,0.11,7.06
107,Nicolas Jackson,Chelsea,23,187,1751,0.7,0.1,0.9,0.7,0.2,9,5,2.7,1.1,0.7,1,0.7,1.4,2.3,13.1,75.7,0,0.2,0,12.16,0.63,63,0.19,7.06
108,Iliman Ndiaye,Everton,24,180,1883,1.8,0.7,0.7,0.5,1,6,0,1,0.7,2.4,1.7,0.2,1.5,1.8,22.1,83.8,0.4,0.6,0,4.22,0.2,25,0.17,7.06
109,Jhon Solis,Girona,20,186,409,0.6,0.3,0.4,0.5,0.5,1,0,0.2,0.2,0.4,0.4,0,0.8,0.7,18.5,91.3,0.1,0.3,0,0.64,0.14,3,0.21,6.14
110,Nuno Tavares,Lazio,25,183,1529,1.4,1,0.9,1.4,0.9,0,8,1.3,1.6,2.2,1.5,0.1,1.5,2,34.1,84.9,1.5,1,0.1,1.35,0.08,26,0.05,7.06
111,Anthony Gordon,Newcastle,24,183,2124,1.1,0.2,0.7,0.2,0.8,6,5,2.1,1.9,1.3,2.2,0.3,1.3,1.1,26.8,79.6,1.1,0.6,0.1,8.38,0.36,54,0.16,7.05
112,Ryan Gravenberch,Liverpool,22,190,2397,1.8,1.8,1.3,1.6,0.6,0,2,0.5,0.8,0.9,1.4,0,0.5,1.4,51.1,89.1,0.1,1.2,0.2,1.18,0.04,13,0.09,7.05
113,Junya Ito,Reims,31,176,2090,1.1,0.5,0.5,0.3,1.5,4,3,1,2.9,1.6,1.1,0.3,1.2,2.7,32.3,77.1,2.2,0.7,0.1,4.37,0.19,24,0.18,7.05
114,Nico Williams,Athletic Club,22,181,1605,1.1,0.2,0.7,0.1,0.7,3,5,2,1.7,2.4,1.4,0.3,1.6,2.2,20.9,79.7,1.1,0.3,0,3.5,0.2,43,0.08,7.04
115,Tijjani Reijnders,AC Milan,26,185,2142,0.7,1,0.7,0.6,0.4,8,2,2.1,1.4,1.1,0.6,0,0.8,1,38.6,89.4,0.5,1.7,0.1,5.15,0.22,54,0.1,7.04
116,Hakon Haraldsson,Lille,21,178,1067,1.3,0.4,0.8,0.3,0.8,4,2,1.3,1.2,0.7,0.9,0.1,0.4,1.8,34.6,82.7,0.5,1.3,0,2.62,0.22,21,0.12,6.79
117,Alexis Mac Allister,Liverpool,26,176,2075,2.8,0.7,1.9,0.9,1.4,3,3,1.1,1.2,0.5,1.2,0.1,0.7,0.8,42.3,87.5,0.3,1.7,0.1,2.68,0.12,29,0.09,7.04
118,Robin Zentner,Mainz,30,195,2160,0.1,0,0,2.2,0,0,0,0,0.1,0,0,0,0,0.1,32.8,59.4,0,6.5,0,0.02,0.005384652,1,0.02,7.04
119,Anthony Caci,Mainz,27,184,1901,2.2,0.7,1.3,1.4,0.4,1,5,1,1.5,1,0.4,0.5,0.8,1.4,37.9,74.7,1.2,1.6,0,2.3,0.11,23,0.1,7.03
120,Frank Anguissa,Napoli,29,184,2232,1.4,1,1,1.1,0.7,5,3,1.3,0.9,0.8,1,0.1,1,1.4,44,85.7,0.1,1.3,0,3.38,0.14,33,0.1,7.03
121,Youri Tielemans,Aston Villa,27,177,2407,2.5,0.8,1.3,1.1,1,2,4,1,1.8,1,1.6,0,0.8,1,55.5,85.9,1,2,0.3,2.71,0.1,28,0.1,7.03
122,Vitinha,PSG,25,172,1498,1.5,0.5,0.2,0.6,0.8,4,0,0.9,0.8,1.1,0.5,0,0.6,1.2,78.9,93.5,0.2,5.2,0.2,2.86,0.17,18,0.16,7.03
123,Jonathan Burkardt,Mainz,24,183,1366,0.5,0,0.7,0.6,0.2,14,2,2.1,0.7,0.5,0.9,0.5,1.2,2.6,16.2,73.8,0.2,0.5,0.1,10.14,0.67,41,0.25,7.03
124,Scott McTominay,Napoli,28,191,2065,1.3,0.8,1.5,1.3,0.7,6,2,2.1,0.7,1.1,1.7,0.1,1.5,2,26.7,84.7,0,1.3,0,6.63,0.29,50,0.13,7.02
125,Declan Rice,Arsenal,26,188,1981,1.5,0.8,0.6,1.2,0.7,1,5,1.1,1.8,0.4,0.6,0,0.8,1,43.3,90.2,1.5,2,0,1.85,0.08,28,0.07,7.02
